r,phi,x,y,z
9.84040404040404,0.0,9.84040404040404,0.0,7.91980001788128
9.920202020202021,0.0,9.920202020202021,0.0,7.960001015176831
10.0,0.0,10.0,0.0,8.0
2.1,0.06346651825433926,2.0957720205909576,0.13319023127878546,0.8944271909999163
2.17979797979798,0.06346651825433926,2.175409341238714,0.1382513319382487,1.1993264102753007
2.2595959595959596,0.06346651825433926,2.25504666188647,0.14331243259771193,1.4410994680339302
2.3393939393939394,0.06346651825433926,2.3346839825342265,0.14837353325717514,1.647771681742199
2.419191919191919,0.06346651825433926,2.414321303181983,0.15343463391663836,1.83126605208947
2.4989898989898993,0.06346651825433926,2.49395862382974,0.15849573457610164,1.9979787766438348
2.578787878787879,0.06346651825433926,2.5735959444774963,0.16355683523556486,2.151813893045361
2.658585858585859,0.06346651825433926,2.6532332651252526,0.16861793589502808,2.295362034339435
2.7383838383838386,0.06346651825433926,2.732870585773009,0.1736790365544913,2.4304466065048023
2.8181818181818183,0.06346651825433926,2.812507906420765,0.17874013721395454,2.5584085962673253
2.897979797979798,0.06346651825433926,2.892145227068522,0.18380123787341776,2.6802683417595308
2.977777777777778,0.06346651825433926,2.9717825477162783,0.18886233853288098,2.7968235951204043
3.0575757575757576,0.06346651825433926,3.0514198683640346,0.1939234391923442,2.9087120965482405
3.1373737373737374,0.06346651825433926,3.131057189011791,0.19898453985180742,3.0164531985412766
3.217171717171717,0.06346651825433926,3.210694509659547,0.20404564051127067,3.1204765240863033
3.296969696969697,0.06346651825433926,3.290331830307304,0.20910674117073388,3.221142278099118
3.3767676767676766,0.06346651825433926,3.36996915095506,0.2141678418301971,3.3187560040083413
3.4565656565656564,0.06346651825433926,3.4496064716028165,0.21922894248966032,3.4135795365752433
3.536363636363636,0.06346651825433926,3.529243792250573,0.22429004314912357,3.5058392848088586
3.6161616161616164,0.06346651825433926,3.6088811128983296,0.22935114380858682,3.595732599803958
3.695959595959596,0.06346651825433926,3.6885184335460863,0.23441224446805004,3.683432742385392
3.775757575757576,0.06346651825433926,3.7681557541938426,0.23947334512751325,3.769092809425181
3.8555555555555556,0.06346651825433926,3.847793074841599,0.2445344457869765,3.852848873813304
3.9353535353535354,0.06346651825433926,3.9274303954893552,0.24959554644643972,3.934822522405335
4.015151515151516,0.06346651825433926,4.007067716137112,0.25465664710590297,4.015122927285306
4.094949494949495,0.06346651825433926,4.086705036784869,0.2597177477653662,4.093848551130826
4.174747474747475,0.06346651825433926,4.166342357432625,0.2647788484248294,4.171088562711154
4.254545454545455,0.06346651825433926,4.245979678080381,0.26983994908429265,4.246924020554599
4.334343434343435,0.06346651825433926,4.325616998728138,0.2749010497437559,4.321428869569355
4.414141414141414,0.06346651825433926,4.405254319375894,0.2799621504032191,4.394670785523225
4.493939393939394,0.06346651825433926,4.48489164002365,0.28502325106268234,4.46671189484112
4.573737373737374,0.06346651825433926,4.564528960671407,0.29008435172214553,4.537609391507712
4.653535353535354,0.06346651825433926,4.644166281319164,0.2951454523816088,4.607416068501175
4.733333333333333,0.06346651825433926,4.72380360196692,0.300206553041072,4.676180777800049
4.813131313131313,0.06346651825433926,4.803440922614676,0.3052676537005352,4.743948830357523
4.892929292929293,0.06346651825433926,4.883078243262433,0.31032875435999846,4.810762345349679
4.972727272727273,0.06346651825433926,4.962715563910189,0.31538985501946165,4.8766605563457235
5.052525252525252,0.06346651825433926,5.042352884557945,0.3204509556789249,4.941680080721739
5.132323232323232,0.06346651825433926,5.121990205205702,0.32551205633838814,5.005855157571567
5.212121212121213,0.06346651825433926,5.201627525853459,0.3305731569978514,5.069217858503391
5.291919191919192,0.06346651825433926,5.281264846501214,0.3356342576573146,5.131798275005901
5.371717171717172,0.06346651825433926,5.360902167148971,0.3406953583167779,5.1936246854906045
5.451515151515151,0.06346651825433926,5.440539487796728,0.345756458976241,5.254723704641492
5.531313131313132,0.06346651825433926,5.520176808444485,0.3508175596357043,5.315120417309946
5.611111111111111,0.06346651825433926,5.59981412909224,0.35587866029516746,5.374838498865699
5.690909090909091,0.06346651825433926,5.6794514497399975,0.36093976095463076,5.433900323641641
5.77070707070707,0.06346651825433926,5.759088770387753,0.36600086161409395,5.492327062881139
5.850505050505051,0.06346651825433926,5.83872609103551,0.3710619622735572,5.550138773403815
5.93030303030303,0.06346651825433926,5.9183634116832655,0.3761230629330204,5.607354478042586
6.01010101010101,0.06346651825433926,5.998000732331023,0.3811841635924837,5.663992238766583
6.08989898989899,0.06346651825433926,6.077638052978779,0.3862452642519469,5.7200692232867185
6.16969696969697,0.06346651825433926,6.157275373626535,0.39130636491141013,5.7756017658401415
6.249494949494949,0.06346651825433926,6.236912694274292,0.39636746557087327,5.830605422763539
6.329292929292929,0.06346651825433926,6.316550014922049,0.40142856623033657,5.885095023391163
6.40909090909091,0.06346651825433926,6.396187335569806,0.40648966688979987,5.939084716749482
6.488888888888889,0.06346651825433926,6.475824656217561,0.411550767549263,5.992588014465128
6.56868686868687,0.06346651825433926,6.555461976865319,0.4166118682087263,6.045617830254817
6.648484848484848,0.06346651825433926,6.635099297513074,0.42167296886818945,6.098186516324241
6.728282828282829,0.06346651825433926,6.714736618160831,0.42673406952765275,6.150305896966641
6.808080808080808,0.06346651825433926,6.794373938808587,0.43179517018711594,6.201987299619894
6.887878787878789,0.06346651825433926,6.874011259456344,0.4368562708465792,6.253241583613279
6.9676767676767675,0.06346651825433926,6.953648580104099,0.4419173715060424,6.304079166810498
7.047474747474748,0.06346651825433926,7.033285900751857,0.4469784721655057,6.354510050334171
7.127272727272727,0.06346651825433926,7.112923221399613,0.4520395728249688,6.4045438415379605
7.207070707070708,0.06346651825433926,7.19256054204737,0.4571006734844321,6.454189775375811
7.2868686868686865,0.06346651825433926,7.272197862695125,0.46216177414389525,6.503456734302881
7.366666666666667,0.06346651825433926,7.3518351833428826,0.46722287480335856,6.552353266829662
7.446464646464646,0.06346651825433926,7.431472503990638,0.47228397546282175,6.600887604839001
7.526262626262627,0.06346651825433926,7.511109824638395,0.477345076122285,6.649067679765413
7.6060606060606055,0.06346651825433926,7.590747145286151,0.4824061767817482,6.696901137726676
7.685858585858586,0.06346651825433926,7.670384465933908,0.4874672774412115,6.744395353689513
7.765656565656565,0.06346651825433926,7.750021786581663,0.4925283781006746,6.791557444743622
7.845454545454546,0.06346651825433926,7.829659107229421,0.4975894787601379,6.838394282551743
7.9252525252525245,0.06346651825433926,7.909296427877177,0.5026505794196011,6.884912505037388
8.005050505050505,0.06346651825433926,7.988933748524934,0.5077116800790644,6.931118527366563
8.084848484848486,0.06346651825433926,8.068571069172691,0.5127727807385276,6.977018552274882
8.164646464646465,0.06346651825433926,8.148208389820446,0.5178338813979908,7.022618579787152
8.244444444444445,0.06346651825433926,8.227845710468204,0.5228949820574541,7.067924416372572
8.324242424242424,0.06346651825433926,8.307483031115959,0.5279560827169173,7.112941683575045
8.404040404040405,0.06346651825433926,8.387120351763716,0.5330171833763806,7.1576758261549704
8.483838383838384,0.06346651825433926,8.466757672411472,0.5380782840358437,7.2021321197758565
8.563636363636364,0.06346651825433926,8.546394993059229,0.543139384695307,7.246315678266502
8.643434343434343,0.06346651825433926,8.626032313706984,0.5482004853547702,7.290231460487022
8.723232323232324,0.06346651825433926,8.705669634354742,0.5532615860142335,7.333884276824839
8.803030303030303,0.06346651825433926,8.785306955002497,0.5583226866736967,7.377278795344692
8.882828282828283,0.06346651825433926,8.864944275650254,0.5633837873331599,7.420419547614964
8.962626262626262,0.06346651825433926,8.94458159629801,0.568444887992623,7.463310934230872
9.042424242424243,0.06346651825433926,9.024218916945768,0.5735059886520864,7.505957230053602
9.122222222222222,0.06346651825433926,9.103856237593524,0.5785670893115495,7.548362589183019
9.202020202020202,0.06346651825433926,9.183493558241281,0.5836281899710128,7.59053104968036
9.281818181818181,0.06346651825433926,9.263130878889037,0.5886892906304759,7.632466538056059
9.361616161616162,0.06346651825433926,9.342768199536794,0.5937503912899392,7.67417287353688
9.44141414141414,0.06346651825433926,9.42240552018455,0.5988114919494024,7.715653772125414
9.521212121212121,0.06346651825433926,9.502042840832306,0.6038725926088657,7.7569128504642215
9.6010101010101,0.06346651825433926,9.581680161480062,0.6089336932683289,7.797953629515939
9.680808080808081,0.06346651825433926,9.661317482127819,0.6139947939277922,7.838779538069982
9.76060606060606,0.06346651825433926,9.740954802775574,0.6190558945872553,7.879393916085709
9.84040404040404,0.06346651825433926,9.820592123423332,0.6241169952467186,7.91980001788128
9.920202020202021,0.06346651825433926,9.900229444071089,0.6291780959061819,7.960001015176831
10.0,0.06346651825433926,9.979866764718844,0.6342391965656451,8.0
2.1,0.12693303650867852,2.08310510694467,0.2658441525048735,0.8944271909999163
2.17979797979798,0.12693303650867852,2.1622610970594507,0.2759459745577282,1.1993264102753007
2.2595959595959596,0.12693303650867852,2.2414170871742316,0.28604779661058294,1.4410994680339302
2.3393939393939394,0.12693303650867852,2.320573077289012,0.29614961866343764,1.647771681742199
2.419191919191919,0.12693303650867852,2.3997290674037925,0.3062514407162924,1.83126605208947
2.4989898989898993,0.12693303650867852,2.478885057518574,0.3163532627691472,1.9979787766438348
2.578787878787879,0.12693303650867852,2.5580410476333544,0.3264550848220019,2.151813893045361
2.658585858585859,0.12693303650867852,2.637197037748135,0.3365569068748567,2.295362034339435
2.7383838383838386,0.12693303650867852,2.7163530278629153,0.3466587289277114,2.4304466065048023
2.8181818181818183,0.12693303650867852,2.7955090179776962,0.35676055098056614,2.5584085962673253
2.897979797979798,0.12693303650867852,2.8746650080924767,0.36686237303342084,2.6802683417595308
2.977777777777778,0.12693303650867852,2.953820998207257,0.3769641950862756,2.7968235951204043
3.0575757575757576,0.12693303650867852,3.032976988322038,0.3870660171391303,2.9087120965482405
3.1373737373737374,0.12693303650867852,3.1121329784368186,0.39716783919198506,3.0164531985412766
3.217171717171717,0.12693303650867852,3.191288968551599,0.4072696612448398,3.1204765240863033
3.296969696969697,0.12693303650867852,3.2704449586663795,0.4173714832976945,3.221142278099118
3.3767676767676766,0.12693303650867852,3.3496009487811604,0.4274733053505493,3.3187560040083413
3.4565656565656564,0.12693303650867852,3.428756938895941,0.437575127403404,3.4135795365752433
3.536363636363636,0.12693303650867852,3.5079129290107214,0.44767694945625874,3.5058392848088586
3.6161616161616164,0.12693303650867852,3.5870689191255027,0.4577787715091135,3.595732599803958
3.695959595959596,0.12693303650867852,3.666224909240283,0.46788059356196826,3.683432742385392
3.775757575757576,0.12693303650867852,3.7453808993550637,0.477982415614823,3.769092809425181
3.8555555555555556,0.12693303650867852,3.824536889469844,0.4880842376676777,3.852848873813304
3.9353535353535354,0.12693303650867852,3.903692879584625,0.4981860597205325,3.934822522405335
4.015151515151516,0.12693303650867852,3.982848869699406,0.5082878817733872,4.015122927285306
4.094949494949495,0.12693303650867852,4.062004859814187,0.5183897038262419,4.093848551130826
4.174747474747475,0.12693303650867852,4.141160849928967,0.5284915258790968,4.171088562711154
4.254545454545455,0.12693303650867852,4.220316840043748,0.5385933479319515,4.246924020554599
4.334343434343435,0.12693303650867852,4.299472830158528,0.5486951699848062,4.321428869569355
4.414141414141414,0.12693303650867852,4.378628820273309,0.5587969920376609,4.394670785523225
4.493939393939394,0.12693303650867852,4.457784810388089,0.5688988140905157,4.46671189484112
4.573737373737374,0.12693303650867852,4.53694080050287,0.5790006361433704,4.537609391507712
4.653535353535354,0.12693303650867852,4.616096790617651,0.5891024581962251,4.607416068501175
4.733333333333333,0.12693303650867852,4.695252780732432,0.5992042802490799,4.676180777800049
4.813131313131313,0.12693303650867852,4.774408770847212,0.6093061023019346,4.743948830357523
4.892929292929293,0.12693303650867852,4.8535647609619925,0.6194079243547893,4.810762345349679
4.972727272727273,0.12693303650867852,4.932720751076773,0.629509746407644,4.8766605563457235
5.052525252525252,0.12693303650867852,5.0118767411915535,0.6396115684604988,4.941680080721739
5.132323232323232,0.12693303650867852,5.091032731306334,0.6497133905133535,5.005855157571567
5.212121212121213,0.12693303650867852,5.170188721421116,0.6598152125662083,5.069217858503391
5.291919191919192,0.12693303650867852,5.249344711535896,0.669917034619063,5.131798275005901
5.371717171717172,0.12693303650867852,5.328500701650677,0.6800188566719179,5.1936246854906045
5.451515151515151,0.12693303650867852,5.407656691765457,0.6901206787247725,5.254723704641492
5.531313131313132,0.12693303650867852,5.486812681880238,0.7002225007776273,5.315120417309946
5.611111111111111,0.12693303650867852,5.565968671995018,0.710324322830482,5.374838498865699
5.690909090909091,0.12693303650867852,5.645124662109799,0.7204261448833368,5.433900323641641
5.77070707070707,0.12693303650867852,5.7242806522245795,0.7305279669361914,5.492327062881139
5.850505050505051,0.12693303650867852,5.803436642339361,0.7406297889890463,5.550138773403815
5.93030303030303,0.12693303650867852,5.88259263245414,0.7507316110419009,5.607354478042586
6.01010101010101,0.12693303650867852,5.961748622568922,0.7608334330947557,5.663992238766583
6.08989898989899,0.12693303650867852,6.040904612683702,0.7709352551476104,5.7200692232867185
6.16969696969697,0.12693303650867852,6.120060602798483,0.7810370772004652,5.7756017658401415
6.249494949494949,0.12693303650867852,6.199216592913262,0.7911388992533198,5.830605422763539
6.329292929292929,0.12693303650867852,6.278372583028045,0.8012407213061746,5.885095023391163
6.40909090909091,0.12693303650867852,6.357528573142826,0.8113425433590294,5.939084716749482
6.488888888888889,0.12693303650867852,6.4366845632576055,0.8214443654118841,5.992588014465128
6.56868686868687,0.12693303650867852,6.515840553372387,0.831546187464739,6.045617830254817
6.648484848484848,0.12693303650867852,6.5949965434871665,0.8416480095175936,6.098186516324241
6.728282828282829,0.12693303650867852,6.674152533601948,0.8517498315704485,6.150305896966641
6.808080808080808,0.12693303650867852,6.753308523716727,0.8618516536233031,6.201987299619894
6.887878787878789,0.12693303650867852,6.83246451383151,0.8719534756761579,6.253241583613279
6.9676767676767675,0.12693303650867852,6.911620503946289,0.8820552977290125,6.304079166810498
7.047474747474748,0.12693303650867852,6.990776494061071,0.8921571197818674,6.354510050334171
7.127272727272727,0.12693303650867852,7.06993248417585,0.902258941834722,6.4045438415379605
7.207070707070708,0.12693303650867852,7.1490884742906315,0.9123607638875768,6.454189775375811
7.2868686868686865,0.12693303650867852,7.228244464405411,0.9224625859404315,6.503456734302881
7.366666666666667,0.12693303650867852,7.3074004545201925,0.9325644079932863,6.552353266829662
7.446464646464646,0.12693303650867852,7.386556444634973,0.9426662300461409,6.600887604839001
7.526262626262627,0.12693303650867852,7.465712434749754,0.9527680520989957,6.649067679765413
7.6060606060606055,0.12693303650867852,7.544868424864534,0.9628698741518504,6.696901137726676
7.685858585858586,0.12693303650867852,7.624024414979315,0.9729716962047052,6.744395353689513
7.765656565656565,0.12693303650867852,7.703180405094095,0.9830735182575598,6.791557444743622
7.845454545454546,0.12693303650867852,7.782336395208876,0.9931753403104147,6.838394282551743
7.9252525252525245,0.12693303650867852,7.861492385323656,1.0032771623632692,6.884912505037388
8.005050505050505,0.12693303650867852,7.940648375438437,1.0133789844161243,6.931118527366563
8.084848484848486,0.12693303650867852,8.019804365553219,1.023480806468979,6.977018552274882
8.164646464646465,0.12693303650867852,8.098960355667998,1.0335826285218337,7.022618579787152
8.244444444444445,0.12693303650867852,8.17811634578278,1.0436844505746885,7.067924416372572
8.324242424242424,0.12693303650867852,8.25727233589756,1.053786272627543,7.112941683575045
8.404040404040405,0.12693303650867852,8.336428326012342,1.063888094680398,7.1576758261549704
8.483838383838384,0.12693303650867852,8.415584316127122,1.0739899167332525,7.2021321197758565
8.563636363636364,0.12693303650867852,8.494740306241903,1.0840917387861073,7.246315678266502
8.643434343434343,0.12693303650867852,8.573896296356683,1.0941935608389621,7.290231460487022
8.723232323232324,0.12693303650867852,8.653052286471464,1.104295382891817,7.333884276824839
8.803030303030303,0.12693303650867852,8.732208276586244,1.1143972049446715,7.377278795344692
8.882828282828283,0.12693303650867852,8.811364266701025,1.1244990269975264,7.420419547614964
8.962626262626262,0.12693303650867852,8.890520256815805,1.134600849050381,7.463310934230872
9.042424242424243,0.12693303650867852,8.969676246930586,1.1447026711032358,7.505957230053602
9.122222222222222,0.12693303650867852,9.048832237045366,1.1548044931560904,7.548362589183019
9.202020202020202,0.12693303650867852,9.127988227160147,1.1649063152089454,7.59053104968036
9.281818181818181,0.12693303650867852,9.207144217274926,1.1750081372618,7.632466538056059
9.361616161616162,0.12693303650867852,9.286300207389708,1.1851099593146548,7.67417287353688
9.44141414141414,0.12693303650867852,9.36545619750449,1.1952117813675094,7.715653772125414
9.521212121212121,0.12693303650867852,9.44461218761927,1.2053136034203642,7.7569128504642215
9.6010101010101,0.12693303650867852,9.52376817773405,1.2154154254732188,7.797953629515939
9.680808080808081,0.12693303650867852,9.602924167848832,1.2255172475260736,7.838779538069982
9.76060606060606,0.12693303650867852,9.682080157963611,1.2356190695789284,7.879393916085709
9.84040404040404,0.12693303650867852,9.761236148078392,1.2457208916317832,7.91980001788128
9.920202020202021,0.12693303650867852,9.840392138193174,1.255822713684638,7.960001015176831
10.0,0.12693303650867852,9.919548128307953,1.2659245357374926,8.0
2.1,0.1903995547630178,2.0620502642516843,0.3974276131568615,0.8944271909999163
2.17979797979798,0.1903995547630178,2.14040619059891,0.412529480131076,1.1993264102753007
2.2595959595959596,0.1903995547630178,2.2187621169461362,0.42763134710529055,1.4410994680339302
2.3393939393939394,0.1903995547630178,2.2971180432933624,0.4427332140795051,1.647771681742199
2.419191919191919,0.1903995547630178,2.375473969640588,0.4578350810537197,1.83126605208947
2.4989898989898993,0.1903995547630178,2.453829895987815,0.4729369480279343,1.9979787766438348
2.578787878787879,0.1903995547630178,2.532185822335041,0.4880388150021488,2.151813893045361
2.658585858585859,0.1903995547630178,2.610541748682267,0.5031406819763634,2.295362034339435
2.7383838383838386,0.1903995547630178,2.688897675029493,0.5182425489505779,2.4304466065048023
2.8181818181818183,0.1903995547630178,2.7672536013767193,0.5333444159247924,2.5584085962673253
2.897979797979798,0.1903995547630178,2.845609527723945,0.548446282899007,2.6802683417595308
2.977777777777778,0.1903995547630178,2.9239654540711713,0.5635481498732215,2.7968235951204043
3.0575757575757576,0.1903995547630178,3.002321380418397,0.5786500168474361,2.9087120965482405
3.1373737373737374,0.1903995547630178,3.0806773067656232,0.5937518838216507,3.0164531985412766
3.217171717171717,0.1903995547630178,3.1590332331128494,0.6088537507958651,3.1204765240863033
3.296969696969697,0.1903995547630178,3.237389159460075,0.6239556177700797,3.221142278099118
3.3767676767676766,0.1903995547630178,3.3157450858073014,0.6390574847442942,3.3187560040083413
3.4565656565656564,0.1903995547630178,3.3941010121545276,0.6541593517185088,3.4135795365752433
3.536363636363636,0.1903995547630178,3.4724569385017534,0.6692612186927234,3.5058392848088586
3.6161616161616164,0.1903995547630178,3.55081286484898,0.6843630856669379,3.595732599803958
3.695959595959596,0.1903995547630178,3.629168791196206,0.6994649526411525,3.683432742385392
3.775757575757576,0.1903995547630178,3.707524717543432,0.714566819615367,3.769092809425181
3.8555555555555556,0.1903995547630178,3.7858806438906583,0.7296686865895816,3.852848873813304
3.9353535353535354,0.1903995547630178,3.864236570237884,0.7447705535637962,3.934822522405335
4.015151515151516,0.1903995547630178,3.9425924965851107,0.7598724205380107,4.015122927285306
4.094949494949495,0.1903995547630178,4.020948422932337,0.7749742875122253,4.093848551130826
4.174747474747475,0.1903995547630178,4.099304349279563,0.7900761544864399,4.171088562711154
4.254545454545455,0.1903995547630178,4.177660275626788,0.8051780214606544,4.246924020554599
4.334343434343435,0.1903995547630178,4.256016201974015,0.820279888434869,4.321428869569355
4.414141414141414,0.1903995547630178,4.334372128321241,0.8353817554090835,4.394670785523225
4.493939393939394,0.1903995547630178,4.412728054668467,0.8504836223832981,4.46671189484112
4.573737373737374,0.1903995547630178,4.491083981015693,0.8655854893575126,4.537609391507712
4.653535353535354,0.1903995547630178,4.569439907362919,0.8806873563317271,4.607416068501175
4.733333333333333,0.1903995547630178,4.647795833710145,0.8957892233059417,4.676180777800049
4.813131313131313,0.1903995547630178,4.7261517600573715,0.9108910902801562,4.743948830357523
4.892929292929293,0.1903995547630178,4.804507686404597,0.9259929572543708,4.810762345349679
4.972727272727273,0.1903995547630178,4.882863612751823,0.9410948242285854,4.8766605563457235
5.052525252525252,0.1903995547630178,4.96121953909905,0.9561966912027998,4.941680080721739
5.132323232323232,0.1903995547630178,5.039575465446275,0.9712985581770144,5.005855157571567
5.212121212121213,0.1903995547630178,5.117931391793502,0.9864004251512292,5.069217858503391
5.291919191919192,0.1903995547630178,5.196287318140728,1.0015022921254435,5.131798275005901
5.371717171717172,0.1903995547630178,5.2746432444879545,1.0166041590996582,5.1936246854906045
5.451515151515151,0.1903995547630178,5.352999170835179,1.0317060260738726,5.254723704641492
5.531313131313132,0.1903995547630178,5.431355097182407,1.0468078930480873,5.315120417309946
5.611111111111111,0.1903995547630178,5.509711023529632,1.0619097600223018,5.374838498865699
5.690909090909091,0.1903995547630178,5.5880669498768585,1.0770116269965164,5.433900323641641
5.77070707070707,0.1903995547630178,5.666422876224083,1.0921134939707309,5.492327062881139
5.850505050505051,0.1903995547630178,5.744778802571311,1.1072153609449455,5.550138773403815
5.93030303030303,0.1903995547630178,5.823134728918536,1.1223172279191598,5.607354478042586
6.01010101010101,0.1903995547630178,5.901490655265762,1.1374190948933747,5.663992238766583
6.08989898989899,0.1903995547630178,5.979846581612989,1.1525209618675891,5.7200692232867185
6.16969696969697,0.1903995547630178,6.058202507960215,1.1676228288418036,5.7756017658401415
6.249494949494949,0.1903995547630178,6.13655843430744,1.182724695816018,5.830605422763539
